"","MCPP","year","Offense.Parent.Group","n"
"2353","BRIGHTON/DUNLAP","2016","STOLEN PROPERTY OFFENSES",13
"2354","BRIGHTON/DUNLAP","2016","TRESPASS OF REAL PROPERTY",27
"2355","BRIGHTON/DUNLAP","2016","WEAPON LAW VIOLATIONS",18
"2356","BRIGHTON/DUNLAP","2017","ARSON",2
"2357","BRIGHTON/DUNLAP","2017","ASSAULT OFFENSES",174
"2358","BRIGHTON/DUNLAP","2017","BAD CHECKS",14
"2359","BRIGHTON/DUNLAP","2017","BURGLARY/BREAKING&ENTERING",76
"2360","BRIGHTON/DUNLAP","2017","COUNTERFEITING/FORGERY",4
"2361","BRIGHTON/DUNLAP","2017","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",112
"2362","BRIGHTON/DUNLAP","2017","DRIVING UNDER THE INFLUENCE",27
"2363","BRIGHTON/DUNLAP","2017","DRUG/NARCOTIC OFFENSES",18
"2364","BRIGHTON/DUNLAP","2017","EXTORTION/BLACKMAIL",1
"2365","BRIGHTON/DUNLAP","2017","FAMILY OFFENSES, NONVIOLENT",31
"2366","BRIGHTON/DUNLAP","2017","FRAUD OFFENSES",45
"2367","BRIGHTON/DUNLAP","2017","HOMICIDE OFFENSES",2
"2368","BRIGHTON/DUNLAP","2017","KIDNAPPING/ABDUCTION",6
"2369","BRIGHTON/DUNLAP","2017","LARCENY-THEFT",144
"2370","BRIGHTON/DUNLAP","2017","MOTOR VEHICLE THEFT",90
"2371","BRIGHTON/DUNLAP","2017","ROBBERY",43
"2372","BRIGHTON/DUNLAP","2017","SEX OFFENSES",10
"2373","BRIGHTON/DUNLAP","2017","STOLEN PROPERTY OFFENSES",12
"2374","BRIGHTON/DUNLAP","2017","TRESPASS OF REAL PROPERTY",34
"2375","BRIGHTON/DUNLAP","2017","WEAPON LAW VIOLATIONS",17
"2376","BRIGHTON/DUNLAP","2018","ARSON",2
"2377","BRIGHTON/DUNLAP","2018","ASSAULT OFFENSES",183
"2378","BRIGHTON/DUNLAP","2018","BAD CHECKS",4
"2379","BRIGHTON/DUNLAP","2018","BURGLARY/BREAKING&ENTERING",83
"2380","BRIGHTON/DUNLAP","2018","COUNTERFEITING/FORGERY",5
"2381","BRIGHTON/DUNLAP","2018","CURFEW/LOITERING/VAGRANCY VIOLATIONS",1
"2382","BRIGHTON/DUNLAP","2018","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",103
"2383","BRIGHTON/DUNLAP","2018","DRIVING UNDER THE INFLUENCE",19
"2384","BRIGHTON/DUNLAP","2018","DRUG/NARCOTIC OFFENSES",22
"2385","BRIGHTON/DUNLAP","2018","EMBEZZLEMENT",1
"2386","BRIGHTON/DUNLAP","2018","EXTORTION/BLACKMAIL",1
"2387","BRIGHTON/DUNLAP","2018","FAMILY OFFENSES, NONVIOLENT",16
"2388","BRIGHTON/DUNLAP","2018","FRAUD OFFENSES",38
"2389","BRIGHTON/DUNLAP","2018","HOMICIDE OFFENSES",3
"2390","BRIGHTON/DUNLAP","2018","LARCENY-THEFT",157
"2391","BRIGHTON/DUNLAP","2018","LIQUOR LAW VIOLATIONS",1
"2392","BRIGHTON/DUNLAP","2018","MOTOR VEHICLE THEFT",103
"2393","BRIGHTON/DUNLAP","2018","PORNOGRAPHY/OBSCENE MATERIAL",1
"2394","BRIGHTON/DUNLAP","2018","ROBBERY",31
"2395","BRIGHTON/DUNLAP","2018","SEX OFFENSES",7
"2396","BRIGHTON/DUNLAP","2018","SEX OFFENSES, CONSENSUAL",1
"2397","BRIGHTON/DUNLAP","2018","STOLEN PROPERTY OFFENSES",16
"2398","BRIGHTON/DUNLAP","2018","TRESPASS OF REAL PROPERTY",26
"2399","BRIGHTON/DUNLAP","2018","WEAPON LAW VIOLATIONS",12
"2400","BRIGHTON/DUNLAP","2019","ANIMAL CRUELTY",1
"2401","BRIGHTON/DUNLAP","2019","ASSAULT OFFENSES",186
"2402","BRIGHTON/DUNLAP","2019","BURGLARY/BREAKING&ENTERING",75
"2403","BRIGHTON/DUNLAP","2019","COUNTERFEITING/FORGERY",1
"2404","BRIGHTON/DUNLAP","2019","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",84
"2405","BRIGHTON/DUNLAP","2019","DRIVING UNDER THE INFLUENCE",21
"2406","BRIGHTON/DUNLAP","2019","DRUG/NARCOTIC OFFENSES",13
"2407","BRIGHTON/DUNLAP","2019","EXTORTION/BLACKMAIL",2
"2408","BRIGHTON/DUNLAP","2019","FAMILY OFFENSES, NONVIOLENT",10
"2409","BRIGHTON/DUNLAP","2019","FRAUD OFFENSES",47
"2410","BRIGHTON/DUNLAP","2019","HOMICIDE OFFENSES",1
"2411","BRIGHTON/DUNLAP","2019","KIDNAPPING/ABDUCTION",3
"2412","BRIGHTON/DUNLAP","2019","LARCENY-THEFT",170
"2413","BRIGHTON/DUNLAP","2019","LIQUOR LAW VIOLATIONS",1
"2414","BRIGHTON/DUNLAP","2019","MOTOR VEHICLE THEFT",78
"2415","BRIGHTON/DUNLAP","2019","PORNOGRAPHY/OBSCENE MATERIAL",1
"2416","BRIGHTON/DUNLAP","2019","ROBBERY",41
"2417","BRIGHTON/DUNLAP","2019","SEX OFFENSES",10
"2418","BRIGHTON/DUNLAP","2019","STOLEN PROPERTY OFFENSES",9
"2419","BRIGHTON/DUNLAP","2019","TRESPASS OF REAL PROPERTY",24
"2420","BRIGHTON/DUNLAP","2019","WEAPON LAW VIOLATIONS",12
"2421","BRIGHTON/DUNLAP","2020","ANIMAL CRUELTY",1
"2422","BRIGHTON/DUNLAP","2020","ASSAULT OFFENSES",217
"2423","BRIGHTON/DUNLAP","2020","BAD CHECKS",1
"2424","BRIGHTON/DUNLAP","2020","BURGLARY/BREAKING&ENTERING",78
"2425","BRIGHTON/DUNLAP","2020","COUNTERFEITING/FORGERY",1
"2426","BRIGHTON/DUNLAP","2020","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",122
"2427","BRIGHTON/DUNLAP","2020","DRIVING UNDER THE INFLUENCE",27
"2428","BRIGHTON/DUNLAP","2020","DRUG/NARCOTIC OFFENSES",15
"2429","BRIGHTON/DUNLAP","2020","EMBEZZLEMENT",1
"2430","BRIGHTON/DUNLAP","2020","FAMILY OFFENSES, NONVIOLENT",2
"2431","BRIGHTON/DUNLAP","2020","FRAUD OFFENSES",73
"2432","BRIGHTON/DUNLAP","2020","HOMICIDE OFFENSES",2
"2433","BRIGHTON/DUNLAP","2020","KIDNAPPING/ABDUCTION",1
"2434","BRIGHTON/DUNLAP","2020","LARCENY-THEFT",220
"2435","BRIGHTON/DUNLAP","2020","MOTOR VEHICLE THEFT",152
"2436","BRIGHTON/DUNLAP","2020","ROBBERY",26
"2437","BRIGHTON/DUNLAP","2020","SEX OFFENSES",7
"2438","BRIGHTON/DUNLAP","2020","STOLEN PROPERTY OFFENSES",10
"2439","BRIGHTON/DUNLAP","2020","TRESPASS OF REAL PROPERTY",11
"2440","BRIGHTON/DUNLAP","2020","WEAPON LAW VIOLATIONS",13
"2441","BRIGHTON/DUNLAP","2021","ASSAULT OFFENSES",182
"2442","BRIGHTON/DUNLAP","2021","BURGLARY/BREAKING&ENTERING",46
"2443","BRIGHTON/DUNLAP","2021","COUNTERFEITING/FORGERY",1
"2444","BRIGHTON/DUNLAP","2021","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",149
"2445","BRIGHTON/DUNLAP","2021","DRIVING UNDER THE INFLUENCE",10
"2446","BRIGHTON/DUNLAP","2021","DRUG/NARCOTIC OFFENSES",3
"2447","BRIGHTON/DUNLAP","2021","FAMILY OFFENSES, NONVIOLENT",5
"2448","BRIGHTON/DUNLAP","2021","FRAUD OFFENSES",36
"2449","BRIGHTON/DUNLAP","2021","HOMICIDE OFFENSES",1
"2450","BRIGHTON/DUNLAP","2021","KIDNAPPING/ABDUCTION",4
"2451","BRIGHTON/DUNLAP","2021","LARCENY-THEFT",214
"2452","BRIGHTON/DUNLAP","2021","MOTOR VEHICLE THEFT",101
"2453","BRIGHTON/DUNLAP","2021","ROBBERY",26
"2454","BRIGHTON/DUNLAP","2021","SEX OFFENSES",5
"2455","BRIGHTON/DUNLAP","2021","STOLEN PROPERTY OFFENSES",8
"2456","BRIGHTON/DUNLAP","2021","TRESPASS OF REAL PROPERTY",12
"2457","BRIGHTON/DUNLAP","2021","WEAPON LAW VIOLATIONS",12
"2458","BRIGHTON/DUNLAP","2022","ANIMAL CRUELTY",3
"2459","BRIGHTON/DUNLAP","2022","ARSON",5
"2460","BRIGHTON/DUNLAP","2022","ASSAULT OFFENSES",221
"2461","BRIGHTON/DUNLAP","2022","BAD CHECKS",2
"2462","BRIGHTON/DUNLAP","2022","BURGLARY/BREAKING&ENTERING",92
"2463","BRIGHTON/DUNLAP","2022","COUNTERFEITING/FORGERY",2
"2464","BRIGHTON/DUNLAP","2022","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",98
"2465","BRIGHTON/DUNLAP","2022","DRIVING UNDER THE INFLUENCE",14
"2466","BRIGHTON/DUNLAP","2022","EMBEZZLEMENT",1
"2467","BRIGHTON/DUNLAP","2022","EXTORTION/BLACKMAIL",1
"2468","BRIGHTON/DUNLAP","2022","FAMILY OFFENSES, NONVIOLENT",1
"2469","BRIGHTON/DUNLAP","2022","FRAUD OFFENSES",30
"2470","BRIGHTON/DUNLAP","2022","HOMICIDE OFFENSES",1
"2471","BRIGHTON/DUNLAP","2022","KIDNAPPING/ABDUCTION",3
"2472","BRIGHTON/DUNLAP","2022","LARCENY-THEFT",238
"2473","BRIGHTON/DUNLAP","2022","MOTOR VEHICLE THEFT",128
"2474","BRIGHTON/DUNLAP","2022","PORNOGRAPHY/OBSCENE MATERIAL",2
"2475","BRIGHTON/DUNLAP","2022","ROBBERY",24
"2476","BRIGHTON/DUNLAP","2022","SEX OFFENSES",6
"2477","BRIGHTON/DUNLAP","2022","STOLEN PROPERTY OFFENSES",9
"2478","BRIGHTON/DUNLAP","2022","TRESPASS OF REAL PROPERTY",13
"2479","BRIGHTON/DUNLAP","2022","WEAPON LAW VIOLATIONS",16
"2480","BRIGHTON/DUNLAP","2023","ARSON",1
"2481","BRIGHTON/DUNLAP","2023","ASSAULT OFFENSES",26
"2482","BRIGHTON/DUNLAP","2023","BURGLARY/BREAKING&ENTERING",4
"2483","BRIGHTON/DUNLAP","2023","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",9
"2484","BRIGHTON/DUNLAP","2023","DRIVING UNDER THE INFLUENCE",1
"2485","BRIGHTON/DUNLAP","2023","EXTORTION/BLACKMAIL",1
"2486","BRIGHTON/DUNLAP","2023","FAMILY OFFENSES, NONVIOLENT",1
"2487","BRIGHTON/DUNLAP","2023","HOMICIDE OFFENSES",1
"2488","BRIGHTON/DUNLAP","2023","LARCENY-THEFT",15
"2489","BRIGHTON/DUNLAP","2023","MOTOR VEHICLE THEFT",12
"2490","BRIGHTON/DUNLAP","2023","ROBBERY",7
"2491","BRIGHTON/DUNLAP","2023","SEX OFFENSES",2
"2492","BRIGHTON/DUNLAP","2023","STOLEN PROPERTY OFFENSES",3
"2493","BRIGHTON/DUNLAP","2023","TRESPASS OF REAL PROPERTY",2
"2494","CAPITOL HILL","","ANIMAL CRUELTY",1
"2495","CAPITOL HILL","","ASSAULT OFFENSES",5
"2496","CAPITOL HILL","","BURGLARY/BREAKING&ENTERING",10
"2497","CAPITOL HILL","","COUNTERFEITING/FORGERY",3
"2498","CAPITOL HILL","","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",4
"2499","CAPITOL HILL","","DRUG/NARCOTIC OFFENSES",2
"2500","CAPITOL HILL","","FRAUD OFFENSES",4
"2501","CAPITOL HILL","","LARCENY-THEFT",22
"2502","CAPITOL HILL","","MOTOR VEHICLE THEFT",2
"2503","CAPITOL HILL","","ROBBERY",1
"2504","CAPITOL HILL","","SEX OFFENSES",5
"2505","CAPITOL HILL","","STOLEN PROPERTY OFFENSES",2
"2506","CAPITOL HILL","","TRESPASS OF REAL PROPERTY",2
"2507","CAPITOL HILL","1979","LARCENY-THEFT",1
"2508","CAPITOL HILL","1991","COUNTERFEITING/FORGERY",1
"2509","CAPITOL HILL","1991","FRAUD OFFENSES",1
"2510","CAPITOL HILL","1993","LARCENY-THEFT",1
"2511","CAPITOL HILL","1994","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",1
"2512","CAPITOL HILL","1996","FRAUD OFFENSES",1
"2513","CAPITOL HILL","1997","FRAUD OFFENSES",1
"2514","CAPITOL HILL","1998","BAD CHECKS",1
"2515","CAPITOL HILL","1998","SEX OFFENSES",1
"2516","CAPITOL HILL","1999","FRAUD OFFENSES",2
"2517","CAPITOL HILL","2000","BURGLARY/BREAKING&ENTERING",1
"2518","CAPITOL HILL","2000","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",1
"2519","CAPITOL HILL","2000","FRAUD OFFENSES",2
"2520","CAPITOL HILL","2000","LARCENY-THEFT",1
"2521","CAPITOL HILL","2001","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",1
"2522","CAPITOL HILL","2002","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",1
"2523","CAPITOL HILL","2003","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",1
"2524","CAPITOL HILL","2003","EMBEZZLEMENT",1
"2525","CAPITOL HILL","2003","FRAUD OFFENSES",1
"2526","CAPITOL HILL","2003","SEX OFFENSES",1
"2527","CAPITOL HILL","2004","EMBEZZLEMENT",1
"2528","CAPITOL HILL","2004","FRAUD OFFENSES",1
"2529","CAPITOL HILL","2004","SEX OFFENSES",1
"2530","CAPITOL HILL","2005","FRAUD OFFENSES",3
"2531","CAPITOL HILL","2006","ASSAULT OFFENSES",1
"2532","CAPITOL HILL","2006","BAD CHECKS",1
"2533","CAPITOL HILL","2006","FRAUD OFFENSES",9
"2534","CAPITOL HILL","2006","LARCENY-THEFT",1
"2535","CAPITOL HILL","2007","ASSAULT OFFENSES",4
"2536","CAPITOL HILL","2007","BAD CHECKS",2
"2537","CAPITOL HILL","2007","BURGLARY/BREAKING&ENTERING",4
"2538","CAPITOL HILL","2007","COUNTERFEITING/FORGERY",2
"2539","CAPITOL HILL","2007","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",4
"2540","CAPITOL HILL","2007","DRUG/NARCOTIC OFFENSES",1
"2541","CAPITOL HILL","2007","FAMILY OFFENSES, NONVIOLENT",1
"2542","CAPITOL HILL","2007","FRAUD OFFENSES",15
"2543","CAPITOL HILL","2007","LARCENY-THEFT",12
"2544","CAPITOL HILL","2007","MOTOR VEHICLE THEFT",2
"2545","CAPITOL HILL","2007","ROBBERY",1
"2546","CAPITOL HILL","2007","SEX OFFENSES",1
"2547","CAPITOL HILL","2007","SEX OFFENSES, CONSENSUAL",1
"2548","CAPITOL HILL","2008","ARSON",6
"2549","CAPITOL HILL","2008","ASSAULT OFFENSES",499
"2550","CAPITOL HILL","2008","BAD CHECKS",139
"2551","CAPITOL HILL","2008","BRIBERY",1
"2552","CAPITOL HILL","2008","BURGLARY/BREAKING&ENTERING",217
"2553","CAPITOL HILL","2008","COUNTERFEITING/FORGERY",37
"2554","CAPITOL HILL","2008","CURFEW/LOITERING/VAGRANCY VIOLATIONS",2
"2555","CAPITOL HILL","2008","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",358
"2556","CAPITOL HILL","2008","DRIVING UNDER THE INFLUENCE",51
"2557","CAPITOL HILL","2008","DRUG/NARCOTIC OFFENSES",177
"2558","CAPITOL HILL","2008","EMBEZZLEMENT",6
"2559","CAPITOL HILL","2008","EXTORTION/BLACKMAIL",1
"2560","CAPITOL HILL","2008","FAMILY OFFENSES, NONVIOLENT",33
"2561","CAPITOL HILL","2008","FRAUD OFFENSES",165
"2562","CAPITOL HILL","2008","HOMICIDE OFFENSES",1
"2563","CAPITOL HILL","2008","KIDNAPPING/ABDUCTION",5
"2564","CAPITOL HILL","2008","LARCENY-THEFT",1101
"2565","CAPITOL HILL","2008","LIQUOR LAW VIOLATIONS",40
"2566","CAPITOL HILL","2008","MOTOR VEHICLE THEFT",205
"2567","CAPITOL HILL","2008","PEEPING TOM",1
"2568","CAPITOL HILL","2008","PORNOGRAPHY/OBSCENE MATERIAL",6
"2569","CAPITOL HILL","2008","ROBBERY",96
"2570","CAPITOL HILL","2008","SEX OFFENSES",11
"2571","CAPITOL HILL","2008","STOLEN PROPERTY OFFENSES",26
"2572","CAPITOL HILL","2008","TRESPASS OF REAL PROPERTY",91
"2573","CAPITOL HILL","2008","WEAPON LAW VIOLATIONS",45
"2574","CAPITOL HILL","2009","ARSON",10
"2575","CAPITOL HILL","2009","ASSAULT OFFENSES",451
"2576","CAPITOL HILL","2009","BAD CHECKS",133
"2577","CAPITOL HILL","2009","BURGLARY/BREAKING&ENTERING",220
"2578","CAPITOL HILL","2009","COUNTERFEITING/FORGERY",33
"2579","CAPITOL HILL","2009","CURFEW/LOITERING/VAGRANCY VIOLATIONS",1
"2580","CAPITOL HILL","2009","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",301
"2581","CAPITOL HILL","2009","DRIVING UNDER THE INFLUENCE",52
"2582","CAPITOL HILL","2009","DRUG/NARCOTIC OFFENSES",187
"2583","CAPITOL HILL","2009","EMBEZZLEMENT",6
"2584","CAPITOL HILL","2009","FAMILY OFFENSES, NONVIOLENT",26
"2585","CAPITOL HILL","2009","FRAUD OFFENSES",184
"2586","CAPITOL HILL","2009","HOMICIDE OFFENSES",1
"2587","CAPITOL HILL","2009","KIDNAPPING/ABDUCTION",4
"2588","CAPITOL HILL","2009","LARCENY-THEFT",1442
"2589","CAPITOL HILL","2009","LIQUOR LAW VIOLATIONS",33
"2590","CAPITOL HILL","2009","MOTOR VEHICLE THEFT",190
"2591","CAPITOL HILL","2009","PEEPING TOM",1
"2592","CAPITOL HILL","2009","PORNOGRAPHY/OBSCENE MATERIAL",4
"2593","CAPITOL HILL","2009","ROBBERY",85
"2594","CAPITOL HILL","2009","SEX OFFENSES",13
"2595","CAPITOL HILL","2009","SEX OFFENSES, CONSENSUAL",1
"2596","CAPITOL HILL","2009","STOLEN PROPERTY OFFENSES",13
"2597","CAPITOL HILL","2009","TRESPASS OF REAL PROPERTY",80
"2598","CAPITOL HILL","2009","WEAPON LAW VIOLATIONS",39
"2599","CAPITOL HILL","2010","ARSON",4
"2600","CAPITOL HILL","2010","ASSAULT OFFENSES",483
"2601","CAPITOL HILL","2010","BAD CHECKS",106
"2602","CAPITOL HILL","2010","BRIBERY",1
"2603","CAPITOL HILL","2010","BURGLARY/BREAKING&ENTERING",288
"2604","CAPITOL HILL","2010","COUNTERFEITING/FORGERY",33
"2605","CAPITOL HILL","2010","CURFEW/LOITERING/VAGRANCY VIOLATIONS",1
"2606","CAPITOL HILL","2010","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",303
"2607","CAPITOL HILL","2010","DRIVING UNDER THE INFLUENCE",46
"2608","CAPITOL HILL","2010","DRUG/NARCOTIC OFFENSES",190
"2609","CAPITOL HILL","2010","EMBEZZLEMENT",8
"2610","CAPITOL HILL","2010","EXTORTION/BLACKMAIL",1
"2611","CAPITOL HILL","2010","FAMILY OFFENSES, NONVIOLENT",29
"2612","CAPITOL HILL","2010","FRAUD OFFENSES",385
"2613","CAPITOL HILL","2010","KIDNAPPING/ABDUCTION",1
"2614","CAPITOL HILL","2010","LARCENY-THEFT",1323
"2615","CAPITOL HILL","2010","LIQUOR LAW VIOLATIONS",19
"2616","CAPITOL HILL","2010","MOTOR VEHICLE THEFT",175
"2617","CAPITOL HILL","2010","ROBBERY",86
"2618","CAPITOL HILL","2010","SEX OFFENSES",6
"2619","CAPITOL HILL","2010","STOLEN PROPERTY OFFENSES",26
"2620","CAPITOL HILL","2010","TRESPASS OF REAL PROPERTY",71
"2621","CAPITOL HILL","2010","WEAPON LAW VIOLATIONS",45
"2622","CAPITOL HILL","2011","ARSON",7
"2623","CAPITOL HILL","2011","ASSAULT OFFENSES",504
"2624","CAPITOL HILL","2011","BAD CHECKS",57
"2625","CAPITOL HILL","2011","BRIBERY",1
"2626","CAPITOL HILL","2011","BURGLARY/BREAKING&ENTERING",231
"2627","CAPITOL HILL","2011","COUNTERFEITING/FORGERY",38
"2628","CAPITOL HILL","2011","CURFEW/LOITERING/VAGRANCY VIOLATIONS",2
"2629","CAPITOL HILL","2011","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",330
"2630","CAPITOL HILL","2011","DRIVING UNDER THE INFLUENCE",45
"2631","CAPITOL HILL","2011","DRUG/NARCOTIC OFFENSES",182
"2632","CAPITOL HILL","2011","EMBEZZLEMENT",4
"2633","CAPITOL HILL","2011","FAMILY OFFENSES, NONVIOLENT",23
"2634","CAPITOL HILL","2011","FRAUD OFFENSES",110
"2635","CAPITOL HILL","2011","HOMICIDE OFFENSES",1
"2636","CAPITOL HILL","2011","KIDNAPPING/ABDUCTION",3
"2637","CAPITOL HILL","2011","LARCENY-THEFT",1286
"2638","CAPITOL HILL","2011","LIQUOR LAW VIOLATIONS",19
"2639","CAPITOL HILL","2011","MOTOR VEHICLE THEFT",164
"2640","CAPITOL HILL","2011","ROBBERY",85
"2641","CAPITOL HILL","2011","SEX OFFENSES",19
"2642","CAPITOL HILL","2011","STOLEN PROPERTY OFFENSES",21
"2643","CAPITOL HILL","2011","TRESPASS OF REAL PROPERTY",78
"2644","CAPITOL HILL","2011","WEAPON LAW VIOLATIONS",48
"2645","CAPITOL HILL","2012","ARSON",2
"2646","CAPITOL HILL","2012","ASSAULT OFFENSES",490
"2647","CAPITOL HILL","2012","BAD CHECKS",59
"2648","CAPITOL HILL","2012","BURGLARY/BREAKING&ENTERING",384
"2649","CAPITOL HILL","2012","COUNTERFEITING/FORGERY",42
"2650","CAPITOL HILL","2012","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",337
"2651","CAPITOL HILL","2012","DRIVING UNDER THE INFLUENCE",77
"2652","CAPITOL HILL","2012","DRUG/NARCOTIC OFFENSES",147
"2653","CAPITOL HILL","2012","EMBEZZLEMENT",4
"2654","CAPITOL HILL","2012","EXTORTION/BLACKMAIL",2
"2655","CAPITOL HILL","2012","FAMILY OFFENSES, NONVIOLENT",19
"2656","CAPITOL HILL","2012","FRAUD OFFENSES",123
"2657","CAPITOL HILL","2012","HOMICIDE OFFENSES",2
"2658","CAPITOL HILL","2012","KIDNAPPING/ABDUCTION",5
"2659","CAPITOL HILL","2012","LARCENY-THEFT",1450
"2660","CAPITOL HILL","2012","LIQUOR LAW VIOLATIONS",22
"2661","CAPITOL HILL","2012","MOTOR VEHICLE THEFT",208
"2662","CAPITOL HILL","2012","PROSTITUTION OFFENSES",4
"2663","CAPITOL HILL","2012","ROBBERY",83
"2664","CAPITOL HILL","2012","SEX OFFENSES",9
"2665","CAPITOL HILL","2012","STOLEN PROPERTY OFFENSES",27
"2666","CAPITOL HILL","2012","TRESPASS OF REAL PROPERTY",95
"2667","CAPITOL HILL","2012","WEAPON LAW VIOLATIONS",34
"2668","CAPITOL HILL","2013","ARSON",2
"2669","CAPITOL HILL","2013","ASSAULT OFFENSES",570
"2670","CAPITOL HILL","2013","BAD CHECKS",45
"2671","CAPITOL HILL","2013","BURGLARY/BREAKING&ENTERING",386
"2672","CAPITOL HILL","2013","COUNTERFEITING/FORGERY",31
"2673","CAPITOL HILL","2013","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",360
"2674","CAPITOL HILL","2013","DRIVING UNDER THE INFLUENCE",91
"2675","CAPITOL HILL","2013","DRUG/NARCOTIC OFFENSES",189
"2676","CAPITOL HILL","2013","EMBEZZLEMENT",6
"2677","CAPITOL HILL","2013","FAMILY OFFENSES, NONVIOLENT",21
"2678","CAPITOL HILL","2013","FRAUD OFFENSES",164
"2679","CAPITOL HILL","2013","HOMICIDE OFFENSES",2
"2680","CAPITOL HILL","2013","LARCENY-THEFT",1587
"2681","CAPITOL HILL","2013","LIQUOR LAW VIOLATIONS",8
"2682","CAPITOL HILL","2013","MOTOR VEHICLE THEFT",229
"2683","CAPITOL HILL","2013","PEEPING TOM",1
"2684","CAPITOL HILL","2013","ROBBERY",128
"2685","CAPITOL HILL","2013","SEX OFFENSES",18
"2686","CAPITOL HILL","2013","STOLEN PROPERTY OFFENSES",34
"2687","CAPITOL HILL","2013","TRESPASS OF REAL PROPERTY",145
"2688","CAPITOL HILL","2013","WEAPON LAW VIOLATIONS",58
"2689","CAPITOL HILL","2014","ARSON",3
"2690","CAPITOL HILL","2014","ASSAULT OFFENSES",645
"2691","CAPITOL HILL","2014","BAD CHECKS",70
"2692","CAPITOL HILL","2014","BURGLARY/BREAKING&ENTERING",333
"2693","CAPITOL HILL","2014","COUNTERFEITING/FORGERY",35
"2694","CAPITOL HILL","2014","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",394
"2695","CAPITOL HILL","2014","DRIVING UNDER THE INFLUENCE",102
"2696","CAPITOL HILL","2014","DRUG/NARCOTIC OFFENSES",131
"2697","CAPITOL HILL","2014","EMBEZZLEMENT",9
"2698","CAPITOL HILL","2014","FAMILY OFFENSES, NONVIOLENT",25
"2699","CAPITOL HILL","2014","FRAUD OFFENSES",199
"2700","CAPITOL HILL","2014","KIDNAPPING/ABDUCTION",3
"2701","CAPITOL HILL","2014","LARCENY-THEFT",2060
"2702","CAPITOL HILL","2014","LIQUOR LAW VIOLATIONS",9
"2703","CAPITOL HILL","2014","MOTOR VEHICLE THEFT",263
"2704","CAPITOL HILL","2014","PROSTITUTION OFFENSES",2
"2705","CAPITOL HILL","2014","ROBBERY",127
"2706","CAPITOL HILL","2014","SEX OFFENSES",21
"2707","CAPITOL HILL","2014","SEX OFFENSES, CONSENSUAL",1
"2708","CAPITOL HILL","2014","STOLEN PROPERTY OFFENSES",26
"2709","CAPITOL HILL","2014","TRESPASS OF REAL PROPERTY",143
"2710","CAPITOL HILL","2014","WEAPON LAW VIOLATIONS",42
"2711","CAPITOL HILL","2015","ARSON",6
"2712","CAPITOL HILL","2015","ASSAULT OFFENSES",760
"2713","CAPITOL HILL","2015","BAD CHECKS",43
"2714","CAPITOL HILL","2015","BURGLARY/BREAKING&ENTERING",465
"2715","CAPITOL HILL","2015","COUNTERFEITING/FORGERY",57
"2716","CAPITOL HILL","2015","CURFEW/LOITERING/VAGRANCY VIOLATIONS",4
"2717","CAPITOL HILL","2015","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",394
"2718","CAPITOL HILL","2015","DRIVING UNDER THE INFLUENCE",107
"2719","CAPITOL HILL","2015","DRUG/NARCOTIC OFFENSES",139
"2720","CAPITOL HILL","2015","EMBEZZLEMENT",4
"2721","CAPITOL HILL","2015","EXTORTION/BLACKMAIL",4
"2722","CAPITOL HILL","2015","FAMILY OFFENSES, NONVIOLENT",32
"2723","CAPITOL HILL","2015","FRAUD OFFENSES",195
"2724","CAPITOL HILL","2015","HOMICIDE OFFENSES",1
"2725","CAPITOL HILL","2015","KIDNAPPING/ABDUCTION",2
"2726","CAPITOL HILL","2015","LARCENY-THEFT",1684
"2727","CAPITOL HILL","2015","LIQUOR LAW VIOLATIONS",27
"2728","CAPITOL HILL","2015","MOTOR VEHICLE THEFT",201
"2729","CAPITOL HILL","2015","PEEPING TOM",3
"2730","CAPITOL HILL","2015","ROBBERY",131
"2731","CAPITOL HILL","2015","SEX OFFENSES",28
"2732","CAPITOL HILL","2015","STOLEN PROPERTY OFFENSES",44
"2733","CAPITOL HILL","2015","TRESPASS OF REAL PROPERTY",241
"2734","CAPITOL HILL","2015","WEAPON LAW VIOLATIONS",77
"2735","CAPITOL HILL","2016","ARSON",4
