"","year","MCPP","Offense.Parent.Group","n"
"3440",2010,"UNIVERSITY","ROBBERY",61
"3441",2010,"UNIVERSITY","SEX OFFENSES",7
"3442",2010,"UNIVERSITY","STOLEN PROPERTY OFFENSES",6
"3443",2010,"UNIVERSITY","TRESPASS OF REAL PROPERTY",38
"3444",2010,"UNIVERSITY","WEAPON LAW VIOLATIONS",17
"3445",2010,"UNKNOWN","ASSAULT OFFENSES",85
"3446",2010,"UNKNOWN","BAD CHECKS",7
"3447",2010,"UNKNOWN","BURGLARY/BREAKING&ENTERING",9
"3448",2010,"UNKNOWN","COUNTERFEITING/FORGERY",3
"3449",2010,"UNKNOWN","CURFEW/LOITERING/VAGRANCY VIOLATIONS",3
"3450",2010,"UNKNOWN","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",26
"3451",2010,"UNKNOWN","DRIVING UNDER THE INFLUENCE",18
"3452",2010,"UNKNOWN","DRUG/NARCOTIC OFFENSES",40
"3453",2010,"UNKNOWN","FAMILY OFFENSES, NONVIOLENT",14
"3454",2010,"UNKNOWN","FRAUD OFFENSES",32
"3455",2010,"UNKNOWN","KIDNAPPING/ABDUCTION",3
"3456",2010,"UNKNOWN","LARCENY-THEFT",109
"3457",2010,"UNKNOWN","LIQUOR LAW VIOLATIONS",4
"3458",2010,"UNKNOWN","MOTOR VEHICLE THEFT",4
"3459",2010,"UNKNOWN","PORNOGRAPHY/OBSCENE MATERIAL",1
"3460",2010,"UNKNOWN","PROSTITUTION OFFENSES",11
"3461",2010,"UNKNOWN","ROBBERY",13
"3462",2010,"UNKNOWN","SEX OFFENSES",21
"3463",2010,"UNKNOWN","SEX OFFENSES, CONSENSUAL",4
"3464",2010,"UNKNOWN","STOLEN PROPERTY OFFENSES",2
"3465",2010,"UNKNOWN","TRESPASS OF REAL PROPERTY",11
"3466",2010,"UNKNOWN","WEAPON LAW VIOLATIONS",3
"3467",2010,"WALLINGFORD","ARSON",4
"3468",2010,"WALLINGFORD","ASSAULT OFFENSES",105
"3469",2010,"WALLINGFORD","BAD CHECKS",8
"3470",2010,"WALLINGFORD","BURGLARY/BREAKING&ENTERING",130
"3471",2010,"WALLINGFORD","COUNTERFEITING/FORGERY",7
"3472",2010,"WALLINGFORD","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",126
"3473",2010,"WALLINGFORD","DRIVING UNDER THE INFLUENCE",26
"3474",2010,"WALLINGFORD","DRUG/NARCOTIC OFFENSES",28
"3475",2010,"WALLINGFORD","EMBEZZLEMENT",1
"3476",2010,"WALLINGFORD","FAMILY OFFENSES, NONVIOLENT",11
"3477",2010,"WALLINGFORD","FRAUD OFFENSES",78
"3478",2010,"WALLINGFORD","LARCENY-THEFT",513
"3479",2010,"WALLINGFORD","LIQUOR LAW VIOLATIONS",8
"3480",2010,"WALLINGFORD","MOTOR VEHICLE THEFT",87
"3481",2010,"WALLINGFORD","ROBBERY",12
"3482",2010,"WALLINGFORD","SEX OFFENSES",2
"3483",2010,"WALLINGFORD","SEX OFFENSES, CONSENSUAL",1
"3484",2010,"WALLINGFORD","STOLEN PROPERTY OFFENSES",2
"3485",2010,"WALLINGFORD","TRESPASS OF REAL PROPERTY",13
"3486",2010,"WALLINGFORD","WEAPON LAW VIOLATIONS",5
"3487",2011,"ALASKA JUNCTION","ARSON",1
"3488",2011,"ALASKA JUNCTION","ASSAULT OFFENSES",110
"3489",2011,"ALASKA JUNCTION","BAD CHECKS",12
"3490",2011,"ALASKA JUNCTION","BURGLARY/BREAKING&ENTERING",97
"3491",2011,"ALASKA JUNCTION","COUNTERFEITING/FORGERY",3
"3492",2011,"ALASKA JUNCTION","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",66
"3493",2011,"ALASKA JUNCTION","DRIVING UNDER THE INFLUENCE",30
"3494",2011,"ALASKA JUNCTION","DRUG/NARCOTIC OFFENSES",13
"3495",2011,"ALASKA JUNCTION","EMBEZZLEMENT",2
"3496",2011,"ALASKA JUNCTION","FAMILY OFFENSES, NONVIOLENT",8
"3497",2011,"ALASKA JUNCTION","FRAUD OFFENSES",52
"3498",2011,"ALASKA JUNCTION","LARCENY-THEFT",286
"3499",2011,"ALASKA JUNCTION","LIQUOR LAW VIOLATIONS",1
"3500",2011,"ALASKA JUNCTION","MOTOR VEHICLE THEFT",56
"3501",2011,"ALASKA JUNCTION","PORNOGRAPHY/OBSCENE MATERIAL",1
"3502",2011,"ALASKA JUNCTION","ROBBERY",10
"3503",2011,"ALASKA JUNCTION","SEX OFFENSES",1
"3504",2011,"ALASKA JUNCTION","STOLEN PROPERTY OFFENSES",3
"3505",2011,"ALASKA JUNCTION","TRESPASS OF REAL PROPERTY",9
"3506",2011,"ALASKA JUNCTION","WEAPON LAW VIOLATIONS",6
"3507",2011,"ALKI","ARSON",1
"3508",2011,"ALKI","ASSAULT OFFENSES",43
"3509",2011,"ALKI","BAD CHECKS",7
"3510",2011,"ALKI","BURGLARY/BREAKING&ENTERING",37
"3511",2011,"ALKI","COUNTERFEITING/FORGERY",1
"3512",2011,"ALKI","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",33
"3513",2011,"ALKI","DRIVING UNDER THE INFLUENCE",12
"3514",2011,"ALKI","DRUG/NARCOTIC OFFENSES",1
"3515",2011,"ALKI","FAMILY OFFENSES, NONVIOLENT",8
"3516",2011,"ALKI","FRAUD OFFENSES",16
"3517",2011,"ALKI","LARCENY-THEFT",112
"3518",2011,"ALKI","LIQUOR LAW VIOLATIONS",1
"3519",2011,"ALKI","MOTOR VEHICLE THEFT",35
"3520",2011,"ALKI","PORNOGRAPHY/OBSCENE MATERIAL",1
"3521",2011,"ALKI","ROBBERY",5
"3522",2011,"ALKI","SEX OFFENSES",2
"3523",2011,"ALKI","TRESPASS OF REAL PROPERTY",5
"3524",2011,"ALKI","WEAPON LAW VIOLATIONS",2
"3525",2011,"BALLARD NORTH","ARSON",3
"3526",2011,"BALLARD NORTH","ASSAULT OFFENSES",155
"3527",2011,"BALLARD NORTH","BAD CHECKS",8
"3528",2011,"BALLARD NORTH","BURGLARY/BREAKING&ENTERING",191
"3529",2011,"BALLARD NORTH","COUNTERFEITING/FORGERY",4
"3530",2011,"BALLARD NORTH","CURFEW/LOITERING/VAGRANCY VIOLATIONS",1
"3531",2011,"BALLARD NORTH","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",149
"3532",2011,"BALLARD NORTH","DRIVING UNDER THE INFLUENCE",37
"3533",2011,"BALLARD NORTH","DRUG/NARCOTIC OFFENSES",18
"3534",2011,"BALLARD NORTH","EMBEZZLEMENT",3
"3535",2011,"BALLARD NORTH","FAMILY OFFENSES, NONVIOLENT",19
"3536",2011,"BALLARD NORTH","FRAUD OFFENSES",64
"3537",2011,"BALLARD NORTH","LARCENY-THEFT",456
"3538",2011,"BALLARD NORTH","LIQUOR LAW VIOLATIONS",9
"3539",2011,"BALLARD NORTH","MOTOR VEHICLE THEFT",79
"3540",2011,"BALLARD NORTH","PEEPING TOM",1
"3541",2011,"BALLARD NORTH","PORNOGRAPHY/OBSCENE MATERIAL",1
"3542",2011,"BALLARD NORTH","ROBBERY",24
"3543",2011,"BALLARD NORTH","SEX OFFENSES",6
"3544",2011,"BALLARD NORTH","STOLEN PROPERTY OFFENSES",4
"3545",2011,"BALLARD NORTH","TRESPASS OF REAL PROPERTY",8
"3546",2011,"BALLARD NORTH","WEAPON LAW VIOLATIONS",7
"3547",2011,"BALLARD SOUTH","ARSON",1
"3548",2011,"BALLARD SOUTH","ASSAULT OFFENSES",182
"3549",2011,"BALLARD SOUTH","BAD CHECKS",17
"3550",2011,"BALLARD SOUTH","BURGLARY/BREAKING&ENTERING",133
"3551",2011,"BALLARD SOUTH","COUNTERFEITING/FORGERY",8
"3552",2011,"BALLARD SOUTH","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",198
"3553",2011,"BALLARD SOUTH","DRIVING UNDER THE INFLUENCE",134
"3554",2011,"BALLARD SOUTH","DRUG/NARCOTIC OFFENSES",8
"3555",2011,"BALLARD SOUTH","EMBEZZLEMENT",4
"3556",2011,"BALLARD SOUTH","FAMILY OFFENSES, NONVIOLENT",9
"3557",2011,"BALLARD SOUTH","FRAUD OFFENSES",58
"3558",2011,"BALLARD SOUTH","LARCENY-THEFT",625
"3559",2011,"BALLARD SOUTH","LIQUOR LAW VIOLATIONS",3
"3560",2011,"BALLARD SOUTH","MOTOR VEHICLE THEFT",109
"3561",2011,"BALLARD SOUTH","ROBBERY",17
"3562",2011,"BALLARD SOUTH","SEX OFFENSES",3
"3563",2011,"BALLARD SOUTH","STOLEN PROPERTY OFFENSES",1
"3564",2011,"BALLARD SOUTH","TRESPASS OF REAL PROPERTY",27
"3565",2011,"BALLARD SOUTH","WEAPON LAW VIOLATIONS",4
"3566",2011,"BELLTOWN","ARSON",1
"3567",2011,"BELLTOWN","ASSAULT OFFENSES",339
"3568",2011,"BELLTOWN","BAD CHECKS",8
"3569",2011,"BELLTOWN","BURGLARY/BREAKING&ENTERING",85
"3570",2011,"BELLTOWN","COUNTERFEITING/FORGERY",8
"3571",2011,"BELLTOWN","CURFEW/LOITERING/VAGRANCY VIOLATIONS",11
"3572",2011,"BELLTOWN","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",135
"3573",2011,"BELLTOWN","DRIVING UNDER THE INFLUENCE",76
"3574",2011,"BELLTOWN","DRUG/NARCOTIC OFFENSES",131
"3575",2011,"BELLTOWN","EMBEZZLEMENT",5
"3576",2011,"BELLTOWN","FAMILY OFFENSES, NONVIOLENT",5
"3577",2011,"BELLTOWN","FRAUD OFFENSES",56
"3578",2011,"BELLTOWN","KIDNAPPING/ABDUCTION",3
"3579",2011,"BELLTOWN","LARCENY-THEFT",712
"3580",2011,"BELLTOWN","LIQUOR LAW VIOLATIONS",6
"3581",2011,"BELLTOWN","MOTOR VEHICLE THEFT",38
"3582",2011,"BELLTOWN","PROSTITUTION OFFENSES",13
"3583",2011,"BELLTOWN","ROBBERY",67
"3584",2011,"BELLTOWN","SEX OFFENSES",7
"3585",2011,"BELLTOWN","STOLEN PROPERTY OFFENSES",4
"3586",2011,"BELLTOWN","TRESPASS OF REAL PROPERTY",23
"3587",2011,"BELLTOWN","WEAPON LAW VIOLATIONS",16
"3588",2011,"BITTERLAKE","ARSON",3
"3589",2011,"BITTERLAKE","ASSAULT OFFENSES",221
"3590",2011,"BITTERLAKE","BAD CHECKS",17
"3591",2011,"BITTERLAKE","BURGLARY/BREAKING&ENTERING",254
"3592",2011,"BITTERLAKE","COUNTERFEITING/FORGERY",9
"3593",2011,"BITTERLAKE","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",153
"3594",2011,"BITTERLAKE","DRIVING UNDER THE INFLUENCE",19
"3595",2011,"BITTERLAKE","DRUG/NARCOTIC OFFENSES",26
"3596",2011,"BITTERLAKE","EMBEZZLEMENT",2
"3597",2011,"BITTERLAKE","FAMILY OFFENSES, NONVIOLENT",30
"3598",2011,"BITTERLAKE","FRAUD OFFENSES",51
"3599",2011,"BITTERLAKE","HOMICIDE OFFENSES",2
"3600",2011,"BITTERLAKE","KIDNAPPING/ABDUCTION",2
"3601",2011,"BITTERLAKE","LARCENY-THEFT",470
"3602",2011,"BITTERLAKE","LIQUOR LAW VIOLATIONS",2
"3603",2011,"BITTERLAKE","MOTOR VEHICLE THEFT",101
"3604",2011,"BITTERLAKE","PROSTITUTION OFFENSES",25
"3605",2011,"BITTERLAKE","ROBBERY",23
"3606",2011,"BITTERLAKE","SEX OFFENSES",4
"3607",2011,"BITTERLAKE","STOLEN PROPERTY OFFENSES",3
"3608",2011,"BITTERLAKE","TRESPASS OF REAL PROPERTY",20
"3609",2011,"BITTERLAKE","WEAPON LAW VIOLATIONS",13
"3610",2011,"BRIGHTON/DUNLAP","ARSON",1
"3611",2011,"BRIGHTON/DUNLAP","ASSAULT OFFENSES",252
"3612",2011,"BRIGHTON/DUNLAP","BAD CHECKS",15
"3613",2011,"BRIGHTON/DUNLAP","BURGLARY/BREAKING&ENTERING",157
"3614",2011,"BRIGHTON/DUNLAP","COUNTERFEITING/FORGERY",5
"3615",2011,"BRIGHTON/DUNLAP","CURFEW/LOITERING/VAGRANCY VIOLATIONS",1
"3616",2011,"BRIGHTON/DUNLAP","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",95
"3617",2011,"BRIGHTON/DUNLAP","DRIVING UNDER THE INFLUENCE",20
"3618",2011,"BRIGHTON/DUNLAP","DRUG/NARCOTIC OFFENSES",49
"3619",2011,"BRIGHTON/DUNLAP","EMBEZZLEMENT",1
"3620",2011,"BRIGHTON/DUNLAP","FAMILY OFFENSES, NONVIOLENT",31
"3621",2011,"BRIGHTON/DUNLAP","FRAUD OFFENSES",22
"3622",2011,"BRIGHTON/DUNLAP","HOMICIDE OFFENSES",1
"3623",2011,"BRIGHTON/DUNLAP","LARCENY-THEFT",138
"3624",2011,"BRIGHTON/DUNLAP","LIQUOR LAW VIOLATIONS",7
"3625",2011,"BRIGHTON/DUNLAP","MOTOR VEHICLE THEFT",103
"3626",2011,"BRIGHTON/DUNLAP","PROSTITUTION OFFENSES",1
"3627",2011,"BRIGHTON/DUNLAP","ROBBERY",53
"3628",2011,"BRIGHTON/DUNLAP","SEX OFFENSES",6
"3629",2011,"BRIGHTON/DUNLAP","STOLEN PROPERTY OFFENSES",11
"3630",2011,"BRIGHTON/DUNLAP","TRESPASS OF REAL PROPERTY",10
"3631",2011,"BRIGHTON/DUNLAP","WEAPON LAW VIOLATIONS",28
"3632",2011,"CAPITOL HILL","ARSON",7
"3633",2011,"CAPITOL HILL","ASSAULT OFFENSES",504
"3634",2011,"CAPITOL HILL","BAD CHECKS",57
"3635",2011,"CAPITOL HILL","BRIBERY",1
"3636",2011,"CAPITOL HILL","BURGLARY/BREAKING&ENTERING",231
"3637",2011,"CAPITOL HILL","COUNTERFEITING/FORGERY",38
"3638",2011,"CAPITOL HILL","CURFEW/LOITERING/VAGRANCY VIOLATIONS",2
"3639",2011,"CAPITOL HILL","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",330
"3640",2011,"CAPITOL HILL","DRIVING UNDER THE INFLUENCE",45
"3641",2011,"CAPITOL HILL","DRUG/NARCOTIC OFFENSES",182
"3642",2011,"CAPITOL HILL","EMBEZZLEMENT",4
"3643",2011,"CAPITOL HILL","FAMILY OFFENSES, NONVIOLENT",23
"3644",2011,"CAPITOL HILL","FRAUD OFFENSES",110
"3645",2011,"CAPITOL HILL","HOMICIDE OFFENSES",1
"3646",2011,"CAPITOL HILL","KIDNAPPING/ABDUCTION",3
"3647",2011,"CAPITOL HILL","LARCENY-THEFT",1286
"3648",2011,"CAPITOL HILL","LIQUOR LAW VIOLATIONS",19
"3649",2011,"CAPITOL HILL","MOTOR VEHICLE THEFT",164
"3650",2011,"CAPITOL HILL","ROBBERY",85
"3651",2011,"CAPITOL HILL","SEX OFFENSES",19
"3652",2011,"CAPITOL HILL","STOLEN PROPERTY OFFENSES",21
"3653",2011,"CAPITOL HILL","TRESPASS OF REAL PROPERTY",78
"3654",2011,"CAPITOL HILL","WEAPON LAW VIOLATIONS",48
"3655",2011,"CENTRAL AREA/SQUIRE PARK","ARSON",5
"3656",2011,"CENTRAL AREA/SQUIRE PARK","ASSAULT OFFENSES",251
"3657",2011,"CENTRAL AREA/SQUIRE PARK","BAD CHECKS",9
"3658",2011,"CENTRAL AREA/SQUIRE PARK","BURGLARY/BREAKING&ENTERING",264
"3659",2011,"CENTRAL AREA/SQUIRE PARK","COUNTERFEITING/FORGERY",7
"3660",2011,"CENTRAL AREA/SQUIRE PARK","CURFEW/LOITERING/VAGRANCY VIOLATIONS",1
"3661",2011,"CENTRAL AREA/SQUIRE PARK","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",187
"3662",2011,"CENTRAL AREA/SQUIRE PARK","DRIVING UNDER THE INFLUENCE",17
"3663",2011,"CENTRAL AREA/SQUIRE PARK","DRUG/NARCOTIC OFFENSES",51
"3664",2011,"CENTRAL AREA/SQUIRE PARK","EMBEZZLEMENT",2
"3665",2011,"CENTRAL AREA/SQUIRE PARK","FAMILY OFFENSES, NONVIOLENT",26
"3666",2011,"CENTRAL AREA/SQUIRE PARK","FRAUD OFFENSES",70
"3667",2011,"CENTRAL AREA/SQUIRE PARK","HOMICIDE OFFENSES",2
"3668",2011,"CENTRAL AREA/SQUIRE PARK","KIDNAPPING/ABDUCTION",3
"3669",2011,"CENTRAL AREA/SQUIRE PARK","LARCENY-THEFT",499
"3670",2011,"CENTRAL AREA/SQUIRE PARK","LIQUOR LAW VIOLATIONS",2
"3671",2011,"CENTRAL AREA/SQUIRE PARK","MOTOR VEHICLE THEFT",78
"3672",2011,"CENTRAL AREA/SQUIRE PARK","PROSTITUTION OFFENSES",3
"3673",2011,"CENTRAL AREA/SQUIRE PARK","ROBBERY",66
"3674",2011,"CENTRAL AREA/SQUIRE PARK","SEX OFFENSES",10
"3675",2011,"CENTRAL AREA/SQUIRE PARK","STOLEN PROPERTY OFFENSES",12
"3676",2011,"CENTRAL AREA/SQUIRE PARK","TRESPASS OF REAL PROPERTY",29
"3677",2011,"CENTRAL AREA/SQUIRE PARK","WEAPON LAW VIOLATIONS",20
"3678",2011,"CHINATOWN/INTERNATIONAL DISTRICT","ASSAULT OFFENSES",166
"3679",2011,"CHINATOWN/INTERNATIONAL DISTRICT","BAD CHECKS",6
"3680",2011,"CHINATOWN/INTERNATIONAL DISTRICT","BURGLARY/BREAKING&ENTERING",58
"3681",2011,"CHINATOWN/INTERNATIONAL DISTRICT","COUNTERFEITING/FORGERY",3
"3682",2011,"CHINATOWN/INTERNATIONAL DISTRICT","CURFEW/LOITERING/VAGRANCY VIOLATIONS",4
"3683",2011,"CHINATOWN/INTERNATIONAL DISTRICT","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",119
"3684",2011,"CHINATOWN/INTERNATIONAL DISTRICT","DRIVING UNDER THE INFLUENCE",22
"3685",2011,"CHINATOWN/INTERNATIONAL DISTRICT","DRUG/NARCOTIC OFFENSES",141
"3686",2011,"CHINATOWN/INTERNATIONAL DISTRICT","EMBEZZLEMENT",1
"3687",2011,"CHINATOWN/INTERNATIONAL DISTRICT","EXTORTION/BLACKMAIL",1
"3688",2011,"CHINATOWN/INTERNATIONAL DISTRICT","FAMILY OFFENSES, NONVIOLENT",11
"3689",2011,"CHINATOWN/INTERNATIONAL DISTRICT","FRAUD OFFENSES",26
"3690",2011,"CHINATOWN/INTERNATIONAL DISTRICT","LARCENY-THEFT",531
"3691",2011,"CHINATOWN/INTERNATIONAL DISTRICT","LIQUOR LAW VIOLATIONS",8
"3692",2011,"CHINATOWN/INTERNATIONAL DISTRICT","MOTOR VEHICLE THEFT",42
"3693",2011,"CHINATOWN/INTERNATIONAL DISTRICT","PROSTITUTION OFFENSES",31
"3694",2011,"CHINATOWN/INTERNATIONAL DISTRICT","ROBBERY",54
"3695",2011,"CHINATOWN/INTERNATIONAL DISTRICT","SEX OFFENSES",10
"3696",2011,"CHINATOWN/INTERNATIONAL DISTRICT","STOLEN PROPERTY OFFENSES",9
"3697",2011,"CHINATOWN/INTERNATIONAL DISTRICT","TRESPASS OF REAL PROPERTY",25
"3698",2011,"CHINATOWN/INTERNATIONAL DISTRICT","WEAPON LAW VIOLATIONS",20
"3699",2011,"CLAREMONT/RAINIER VISTA","ASSAULT OFFENSES",68
"3700",2011,"CLAREMONT/RAINIER VISTA","BAD CHECKS",3
"3701",2011,"CLAREMONT/RAINIER VISTA","BURGLARY/BREAKING&ENTERING",40
"3702",2011,"CLAREMONT/RAINIER VISTA","COUNTERFEITING/FORGERY",1
"3703",2011,"CLAREMONT/RAINIER VISTA","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",53
"3704",2011,"CLAREMONT/RAINIER VISTA","DRIVING UNDER THE INFLUENCE",3
"3705",2011,"CLAREMONT/RAINIER VISTA","DRUG/NARCOTIC OFFENSES",10
"3706",2011,"CLAREMONT/RAINIER VISTA","FAMILY OFFENSES, NONVIOLENT",9
"3707",2011,"CLAREMONT/RAINIER VISTA","FRAUD OFFENSES",13
"3708",2011,"CLAREMONT/RAINIER VISTA","LARCENY-THEFT",67
"3709",2011,"CLAREMONT/RAINIER VISTA","LIQUOR LAW VIOLATIONS",1
"3710",2011,"CLAREMONT/RAINIER VISTA","MOTOR VEHICLE THEFT",27
"3711",2011,"CLAREMONT/RAINIER VISTA","ROBBERY",11
"3712",2011,"CLAREMONT/RAINIER VISTA","SEX OFFENSES",2
"3713",2011,"CLAREMONT/RAINIER VISTA","STOLEN PROPERTY OFFENSES",2
"3714",2011,"CLAREMONT/RAINIER VISTA","TRESPASS OF REAL PROPERTY",8
"3715",2011,"CLAREMONT/RAINIER VISTA","WEAPON LAW VIOLATIONS",7
"3716",2011,"COLUMBIA CITY","ARSON",1
"3717",2011,"COLUMBIA CITY","ASSAULT OFFENSES",78
"3718",2011,"COLUMBIA CITY","BAD CHECKS",2
"3719",2011,"COLUMBIA CITY","BURGLARY/BREAKING&ENTERING",84
"3720",2011,"COLUMBIA CITY","COUNTERFEITING/FORGERY",4
"3721",2011,"COLUMBIA CITY","CURFEW/LOITERING/VAGRANCY VIOLATIONS",1
"3722",2011,"COLUMBIA CITY","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",44
"3723",2011,"COLUMBIA CITY","DRIVING UNDER THE INFLUENCE",3
"3724",2011,"COLUMBIA CITY","DRUG/NARCOTIC OFFENSES",13
"3725",2011,"COLUMBIA CITY","FAMILY OFFENSES, NONVIOLENT",9
"3726",2011,"COLUMBIA CITY","FRAUD OFFENSES",15
"3727",2011,"COLUMBIA CITY","KIDNAPPING/ABDUCTION",3
"3728",2011,"COLUMBIA CITY","LARCENY-THEFT",133
"3729",2011,"COLUMBIA CITY","MOTOR VEHICLE THEFT",44
"3730",2011,"COLUMBIA CITY","PEEPING TOM",1
"3731",2011,"COLUMBIA CITY","PROSTITUTION OFFENSES",1
"3732",2011,"COLUMBIA CITY","ROBBERY",20
"3733",2011,"COLUMBIA CITY","SEX OFFENSES",2
"3734",2011,"COLUMBIA CITY","SEX OFFENSES, CONSENSUAL",1
"3735",2011,"COLUMBIA CITY","STOLEN PROPERTY OFFENSES",5
"3736",2011,"COLUMBIA CITY","TRESPASS OF REAL PROPERTY",6
"3737",2011,"COLUMBIA CITY","WEAPON LAW VIOLATIONS",5
"3738",2011,"COMMERCIAL DUWAMISH","ASSAULT OFFENSES",6
"3739",2011,"COMMERCIAL DUWAMISH","BURGLARY/BREAKING&ENTERING",4
"3740",2011,"COMMERCIAL DUWAMISH","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",6
"3741",2011,"COMMERCIAL DUWAMISH","DRIVING UNDER THE INFLUENCE",8
"3742",2011,"COMMERCIAL DUWAMISH","DRUG/NARCOTIC OFFENSES",2
"3743",2011,"COMMERCIAL DUWAMISH","FAMILY OFFENSES, NONVIOLENT",1
"3744",2011,"COMMERCIAL DUWAMISH","FRAUD OFFENSES",2
"3745",2011,"COMMERCIAL DUWAMISH","LARCENY-THEFT",6
"3746",2011,"COMMERCIAL DUWAMISH","MOTOR VEHICLE THEFT",2
"3747",2011,"COMMERCIAL DUWAMISH","SEX OFFENSES",1
"3748",2011,"COMMERCIAL DUWAMISH","STOLEN PROPERTY OFFENSES",2
"3749",2011,"COMMERCIAL DUWAMISH","WEAPON LAW VIOLATIONS",1
"3750",2011,"COMMERCIAL HARBOR ISLAND","ASSAULT OFFENSES",11
"3751",2011,"COMMERCIAL HARBOR ISLAND","BURGLARY/BREAKING&ENTERING",1
"3752",2011,"COMMERCIAL HARBOR ISLAND","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",1
"3753",2011,"COMMERCIAL HARBOR ISLAND","FRAUD OFFENSES",1
"3754",2011,"COMMERCIAL HARBOR ISLAND","LARCENY-THEFT",7
"3755",2011,"COMMERCIAL HARBOR ISLAND","MOTOR VEHICLE THEFT",1
"3756",2011,"COMMERCIAL HARBOR ISLAND","TRESPASS OF REAL PROPERTY",1
"3757",2011,"DOWNTOWN COMMERCIAL","ARSON",2
"3758",2011,"DOWNTOWN COMMERCIAL","ASSAULT OFFENSES",710
"3759",2011,"DOWNTOWN COMMERCIAL","BAD CHECKS",49
"3760",2011,"DOWNTOWN COMMERCIAL","BURGLARY/BREAKING&ENTERING",117
"3761",2011,"DOWNTOWN COMMERCIAL","COUNTERFEITING/FORGERY",24
"3762",2011,"DOWNTOWN COMMERCIAL","CURFEW/LOITERING/VAGRANCY VIOLATIONS",35
"3763",2011,"DOWNTOWN COMMERCIAL","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",238
"3764",2011,"DOWNTOWN COMMERCIAL","DRIVING UNDER THE INFLUENCE",76
"3765",2011,"DOWNTOWN COMMERCIAL","DRUG/NARCOTIC OFFENSES",430
"3766",2011,"DOWNTOWN COMMERCIAL","EMBEZZLEMENT",14
"3767",2011,"DOWNTOWN COMMERCIAL","EXTORTION/BLACKMAIL",1
"3768",2011,"DOWNTOWN COMMERCIAL","FAMILY OFFENSES, NONVIOLENT",44
"3769",2011,"DOWNTOWN COMMERCIAL","FRAUD OFFENSES",142
"3770",2011,"DOWNTOWN COMMERCIAL","HOMICIDE OFFENSES",1
"3771",2011,"DOWNTOWN COMMERCIAL","KIDNAPPING/ABDUCTION",4
"3772",2011,"DOWNTOWN COMMERCIAL","LARCENY-THEFT",2521
"3773",2011,"DOWNTOWN COMMERCIAL","LIQUOR LAW VIOLATIONS",27
"3774",2011,"DOWNTOWN COMMERCIAL","MOTOR VEHICLE THEFT",70
"3775",2011,"DOWNTOWN COMMERCIAL","PEEPING TOM",1
"3776",2011,"DOWNTOWN COMMERCIAL","PORNOGRAPHY/OBSCENE MATERIAL",5
"3777",2011,"DOWNTOWN COMMERCIAL","PROSTITUTION OFFENSES",7
"3778",2011,"DOWNTOWN COMMERCIAL","ROBBERY",164
"3779",2011,"DOWNTOWN COMMERCIAL","SEX OFFENSES",33
"3780",2011,"DOWNTOWN COMMERCIAL","STOLEN PROPERTY OFFENSES",11
"3781",2011,"DOWNTOWN COMMERCIAL","TRESPASS OF REAL PROPERTY",178
"3782",2011,"DOWNTOWN COMMERCIAL","WEAPON LAW VIOLATIONS",65
"3783",2011,"EASTLAKE - EAST","ASSAULT OFFENSES",11
"3784",2011,"EASTLAKE - EAST","BURGLARY/BREAKING&ENTERING",13
"3785",2011,"EASTLAKE - EAST","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",5
"3786",2011,"EASTLAKE - EAST","DRIVING UNDER THE INFLUENCE",3
"3787",2011,"EASTLAKE - EAST","FAMILY OFFENSES, NONVIOLENT",1
"3788",2011,"EASTLAKE - EAST","FRAUD OFFENSES",2
"3789",2011,"EASTLAKE - EAST","LARCENY-THEFT",51
"3790",2011,"EASTLAKE - EAST","MOTOR VEHICLE THEFT",19
"3791",2011,"EASTLAKE - EAST","ROBBERY",1
"3792",2011,"EASTLAKE - EAST","SEX OFFENSES",3
"3793",2011,"EASTLAKE - EAST","TRESPASS OF REAL PROPERTY",8
"3794",2011,"EASTLAKE - WEST","ASSAULT OFFENSES",30
"3795",2011,"EASTLAKE - WEST","BAD CHECKS",4
"3796",2011,"EASTLAKE - WEST","BURGLARY/BREAKING&ENTERING",82
"3797",2011,"EASTLAKE - WEST","COUNTERFEITING/FORGERY",3
"3798",2011,"EASTLAKE - WEST","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",27
"3799",2011,"EASTLAKE - WEST","DRIVING UNDER THE INFLUENCE",3
"3800",2011,"EASTLAKE - WEST","DRUG/NARCOTIC OFFENSES",3
