"","start_hour","Offense.Parent.Group","n_starts","start_norm","n_reports","report_norm"
"350","12","BURGLARY/BREAKING&ENTERING",16404,1,9501,0.842212569807641
"351","12","COUNTERFEITING/FORGERY",1557,1,559,1
"352","12","CURFEW/LOITERING/VAGRANCY VIOLATIONS",98,0.765625,91,0.705426356589147
"353","12","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",12278,1,8891,0.928079331941545
"354","12","DRIVING UNDER THE INFLUENCE",2405,0.85923544122901,2114,0.778350515463918
"355","12","DRUG/NARCOTIC OFFENSES",3003,1,2714,0.938126512270999
"356","12","DRUNKENNESS",5,1,3,0.75
"357","12","EMBEZZLEMENT",668,1,210,0.967741935483871
"358","12","EXTORTION/BLACKMAIL",224,1,81,0.941860465116279
"359","12","FAMILY OFFENSES, NONVIOLENT",1562,1,944,0.957403651115619
"360","12","FRAUD OFFENSES",19906,1,5476,0.956172516151563
"361","12","GAMBLING OFFENSES",3,0.6,2,0.5
"362","12","HOMICIDE OFFENSES",80,1,38,0.716981132075472
"363","12","HUMAN TRAFFICKING",20,1,2,0.333333333333333
"364","12","KIDNAPPING/ABDUCTION",228,1,109,0.844961240310077
"365","12","LARCENY-THEFT",48455,1,33489,0.858802410565457
"366","12","LIQUOR LAW VIOLATIONS",307,1,284,1
"367","12","MOTOR VEHICLE THEFT",7399,1,5453,0.748421630524293
"368","12","PEEPING TOM",35,1,18,0.782608695652174
"369","12","PORNOGRAPHY/OBSCENE MATERIAL",125,1,39,0.847826086956522
"370","12","PROSTITUTION OFFENSES",389,0.613564668769716,430,0.741379310344828
"371","12","ROBBERY",2348,1,2095,0.966328413284133
"372","12","SEX OFFENSES",1467,1,545,0.866454689984102
"373","12","SEX OFFENSES, CONSENSUAL",66,1,22,1
"374","12","STOLEN PROPERTY OFFENSES",792,1,588,0.96551724137931
"375","12","TRESPASS OF REAL PROPERTY",3647,1,2987,0.970120168886002
"376","12","WEAPON LAW VIOLATIONS",1152,1,988,0.916512059369202
